Open,High,Low,Close,Volume ,Moving Average 50,NextHigherorLower
392.04,392.7,390.79,391.31,1543800,1746318,1
391.31,392.56,390.89,392.411,1202100,1745408,0
392.4242,392.5,390.78,391.26,1270300,1740732,1
391.27,392.48,390.87,392,959500,1722588,1
392,393.38,391.91,393.29,1036000,1722936,1
393.29,394.24,393.07,394.02,1480800,1735650,1
394.02,394.7,393.01,394.66,1588100,1743176,1
394.66,395.61,393.91,395.59,1261400,1745148,0
395.6,395.8,394.04,394.08,1275800,1746354,0
394.08,394.29,393.4311,393.89,909000,1744206,0
393.89,394.18,392.72,392.89,893200,1739064,1
392.93,393.52,392.58,392.9859,806500,1719906,0
393.01,393.35,391.416,391.96,1239600,1720562,1
391.96,392.83,391.59,392.74,1122500,1710272,0
392.74,392.77,391.34,391.41,1129700,1693450,0
391.41,391.55,390.28,390.3451,1100500,1693936,0
390.35,390.35,389.17,389.63,1410700,1705610,0
389.62,389.71,388.66,388.697,1426400,1704906,1
388.697,389.01,388.16,388.955,1590600,1708498,1
388.945,389.45,388.41,389.19,1103600,1692772,0
389.19,389.71,388.27,389.1472,993200,1681052,1
389.125,389.58,388.26,389.195,994200,1678298,1
389.195,390.07,388.695,389.9193,907600,1668180,1
389.9193,390.83,389.72,390.5099,1126200,1665762,1
390.51,391.81,390.44,391.65,907800,1661410,0
391.65,391.94,390.97,390.97,911900,1660938,1
390.97,392.09,389.79,392.09,1180800,1658670,0
392.09,392.36,390.95,391.29,815100,1651560,0
391.2403,391.65,390.64,391.22,743800,1641108,0
391.22,391.82,390.27,390.47,584400,1622114,0
390.47,391.1,389.58,389.75,866500,1611354,0
389.76,389.97,389.16,389.62,686900,1602098,1
389.62,390.6,389.34,389.6807,653800,1583984,0
389.68,390.33,388.82,389.04,739200,1554190,1
389.04,389.91,388.88,389.31,552100,1526338,1
389.31,389.6,388.67,389.34,441800,1474786,0
389.34,389.7617,388.25,388.64,771800,1405390,0
388.65,388.98,387.72,387.845,811500,1317658,0
387.845,388.06,387.52,387.67,713300,1250242,0
387.67,387.87,386.54,386.59,1012000,1219744,1
386.59,387.05,386.54,386.73,861800,1188516,1
386.73,387.64,386.34,387.04,1062400,1162274,1
387.04,387.96,386.84,387.545,1300600,1152184,0
387.545,387.57,386.0577,386.1,991300,1131586,1
386.1,386.77,386.02,386.66,785100,1110904,1
386.64,387.33,386.34,387.1905,763600,1090812,0
387.1905,387.76,386.37,386.68,744200,1050478,1
386.6675,387.34,386.25,386.96,1353300,1043382,0
386.96,387.17,385.6557,386.22,1235000,1030254,0
386.22,386.24,385.38,385.515,980400,1016834,1
385.515,385.87,385.155,385.62,967800,1005314,0
385.61,386.32,385.485,385.57,1039100,1002054,1
385.58,386.47,385.15,385.86,1004000,996728,0
385.86,386.17,385.38,385.7349,779300,993124,1
385.7349,387.01,385.48,386.91,1385200,1000108,0
386.96,387.08,385.8,386.2,952100,989534,1
386.22,386.29,385.37,386.23,1128800,980348,1
386.23,388.16,386.17,387.88,1922800,993576,1
387.88,389.92,387.67,389.34,3082600,1029712,0
389.34,390.35,388.05,388.17,2480100,1061134,1
388.17,389.98,388.09,389.1,1820400,1079678,1
389.06,389.88,388.43,389.78,1660600,1096760,0
389.78,390.8,388.99,389.53,2084100,1113650,0
389.53,390.46,389.11,389.47,1828800,1127776,1
389.47,391.55,389.47,390.36,4733500,1199852,1
390.36,392.58,390.15,392.39,4451500,1266872,1
396.73,397.32,396.16,396.2,2800200,1294662,1
396.19,397.53,395.61,396.92,1992600,1305986,1
396.92,397.68,396.2699,397.6,1390700,1301988,0
397.6,397.97,396.73,397.1,1174100,1303398,1
397.1,399.07,397.1,398.9299,1643200,1316398,0
398.94,399.04,398.21,398.64,1215700,1320828,1
398.64,399.98,398.4601,399.74,2425400,1351184,0
399.74,399.895,399.07,399.73,1821200,1365084,1
399.73,400.22,399.29,399.759,1859700,1384122,1
399.759,399.97,399.22,399.87,1311000,1392104,1
399.87,401.19,399.8,401.12,1523800,1398964,0
401.12,401.49,400.86,400.98,1424800,1411158,1
400.97,401.35,400.87,401.28,1048600,1417254,0
401.28,401.45,400.75,401.08,935500,1424276,0
401.08,401.17,399.9536,399.98,1120100,1429348,1
399.98,400.475,399.35,400.14,1248100,1440572,1
400.135,401.1112,399.995,401.1,774400,1442984,0
401.105,401.31,400.69,400.89,811700,1444434,0
400.89,401.03,400.255,400.595,942100,1452234,1
400.6,401.15,400.57,401.02,630000,1455998,0
401.02,401.19,400.735,400.99,817600,1456914,0
400.9901,400.9901,400.2801,400.5601,816000,1457004,1
400.55,401.4401,400.5201,401.2,802000,1458778,1
401.2,401.63,400.98,401.55,1019000,1458918,0
401.5601,401.7501,401.05,401.4001,834100,1458364,1
401.42,401.79,401.23,401.6201,706600,1451248,0
401.62,401.6909,400.79,401.25,802900,1441294,0
401.26,401.2701,400.8,401.01,547000,1432408,1
401.01,401.67,400.91,401.62,571700,1428140,0
401.6,401.7,401.35,401.57,507100,1423010,1
401.58,402.05,401.4401,402,644100,1421008,1
402,402.71,401.985,402.71,894400,1411830,1
402.71,403.18,402.48,402.9101,885100,1404832,0
402.92,403.03,402.511,402.525,880700,1402838,0
402.525,402.67,402.1,402.2873,810600,1399694,0
402.3,402.3,401.77,402.2489,600600,1390924,1
402.2489,402.77,402.24,402.495,704100,1384926,1
402.48,402.66,402.41,402.545,502500,1379390,0
402.5474,402.78,402.33,402.39,501400,1361714,0
402.39,402.46,401.78,401.8082,671800,1356108,0
401.8,401.82,400.691,401.185,949600,1352524,1
401.185,401.79,401.185,401.76,572000,1325508,1
401.76,402.17,401.55,401.89,596500,1275786,0
401.8955,401.91,401.21,401.38,725200,1240688,1
401.38,401.7,401.09,401.536,811400,1220508,0
401.55,401.55,400.89,401.0401,674800,1200792,1
401.05,401.31,400.6,401.29,785200,1174814,0
401.29,401.56,400.84,400.88,700000,1152238,1
400.88,401.325,400.77,401.2699,592600,1069420,0
401.2699,401.3,400.58,400.62,747500,995340,0
400.62,400.65,399.91,400.12,1090200,961140,1
400.1,400.39,399.68,400.33,733700,935962,0
400.3101,400.42,399.78,400.005,691500,921978,0
400.0098,400.04,399.12,399.35,1175200,922000,0
399.35,399.35,397.48,397.71,1762700,924390,1
397.69,398.48,397.18,398.33,1659900,933274,0
398.33,398.76,397.9237,398.01,960700,903980,1
398.01,398.71,397.72,398.71,757500,882706,0
398.71,398.76,397.65,397.97,729900,860110,1
397.97,398.25,397.54,398.14,790500,849700,1
398.14,399.71,398.11,398.8901,1350400,846232,0
398.9,399.0567,398.25,398.63,670900,831154,1
398.6099,399.315,398.37,399.17,680900,823800,0
399.18,399.2385,398.35,398.74,656000,818210,1
398.735,400.5299,398.62,400.525,1057600,816960,1
400.525,400.6,400.16,400.55,883900,809676,0
400.56,400.99,400.32,400.35,829200,810772,1
400.35,401.2165,400.35,401.18,758700,809712,1
401.19,401.75,401.06,401.7199,813800,807146,1
401.72,402.14,401.36,401.865,902100,812588,1
401.875,402.14,401.44,401.97,1081000,817856,1
401.97,402.42,401.68,402.37,913100,819798,0
402.37,402.55,400.6599,400.82,1530000,834358,1
400.79,401.59,400.27,400.9605,1613300,846244,1
400.9605,401.81,400.85,401.545,2006000,869682,0
401.545,401.98,400.6,401.18,1808600,891722,0
401.18,401.66,399.88,400.96,3117800,938020,1
400.96,401.77,400.5399,401.69,4256900,1012218,0
400.04,400.88,399.43,399.97,2184400,1044472,1
399.99,401.09,399.1619,401.07,1604700,1066424,0
401.07,401.29,399.43,399.54,1434000,1082222,0
399.54,399.79,397.71,398.0336,1710500,1098544,1
398.0336,399.31,397.6,399.02,1410200,1109046,0
399.02,399.53,398.38,398.7241,797500,1107382,0
398.7241,398.9899,397.65,398.6,905700,1109284,1
398.6,400.1,398.4,400.04,1255600,1122384,0
400.04,400.83,399.68,400,1089000,1130082,1
399.98,401.0241,399.91,400.64,701100,1134054,1
400.64,401.33,400.57,400.85,890900,1141844,1
400.81,401.79,400.29,401.59,1013200,1148672,0
401.59,401.75,399.81,400.0886,942100,1148522,1
400.0886,400.58,399.87,400.44,754000,1152162,0
400.42,400.48,399.551,400.2299,722700,1154686,0
400.2299,400.2299,398.89,398.98,731900,1154820,0
398.98,399.32,398.63,398.87,559000,1149772,0
398.87,398.99,398.36,398.52,733400,1150944,1
398.54,398.85,398.08,398.62,803800,1151316,1
398.595,399.16,397.98,399.06,1191800,1161152,0
399.08,399.34,398.67,398.945,743100,1164162,1
398.945,399.82,398.82,399.44,646800,1162148,0
399.44,399.49,398.7789,399.2018,535300,1151050,0
399.2018,399.3,398.731,399.0952,435800,1145092,1
399.0952,399.68,398.52,399.67,626300,1143788,1
399.65,399.99,398.32,399.86,692600,1134136,1
399.86,400.6,399.08,400.52,722100,1113324,1
400.52,400.95,400.25,400.82,835700,1096840,1
400.83,401.45,400.36,401.44,836700,1094360,0
401.44,401.71,401.15,401.43,561200,1090434,1
401.43,402.079,401.23,401.56,638300,1088602,0
401.56,401.58,400.61,400.9244,726200,1087316,0
400.9244,401.04,400.49,400.5799,455300,1069414,0
400.5801,400.725,400.04,400.48,363300,1063262,0
400.46,400.57,399.93,400.15,280500,1055254,1
400.15,400.57,399.89,400.3523,331000,1048754,1
400.36,400.77,400.031,400.54,556400,1038730,0
400.5434,401.1,399.76,399.83,591600,1032884,0
399.83,399.99,399.51,399.67,315500,1022610,1
399.67,400.48,399.4302,400.44,524200,1017920,0
400.46,400.56,399.56,399.71,590500,1013454,1
399.69,400,399.43,399.85,316600,1001744,1
399.85,400.17,399.34,400.16,373600,987596,1
400.16,400.77,399.85,400.72,402400,977382,1
400.72,401.5,400.5,401.26,539900,957580,0
401.26,401.44,400.38,400.51,605500,937424,1
400.51,401.91,400.39,401.55,590800,909120,1
401.56,402.3099,401.375,402.17,627500,885498,1
402.17,402.58,402.17,402.3875,696000,837062,0
402.37,402.57,402.03,402.29,532200,762568,1
402.27,402.81,401.63,402.4399,703200,732944,0
402.4399,402.49,401.79,401.8893,511300,711076,1
401.8893,402.3,401.71,401.93,412500,690646,1
401.94,402.35,401.7776,402,476600,665968,1
402,402.38,401.49,402.32,613000,650024,1
402.32,403.04,402.26,402.89,840500,650884,0
402.89,402.89,402.18,402.4784,494900,642668,1
402.4441,402.82,402.15,402.48,603100,629618,1
402.48,402.955,402.35,402.9299,554800,618934,1
402.9299,403.63,402.65,403.5532,915900,623230,1
403.56,403.97,403.47,403.64,1150700,628426,0
403.66,403.69,403.13,403.495,979900,627760,0
403.5,403.81,403.09,403.165,862700,626172,0
403.165,403.39,402.57,402.65,693600,624964,1
402.65,403.115,402.32,402.72,586400,622238,1
402.68,403.19,402.59,402.9999,417700,615954,1
402.9999,403.15,402.57,403.045,496600,614706,0
403.05,403.37,402.52,402.5481,566700,611372,0
402.5481,402.5481,401.33,401.55,1089600,617088,0
401.55,401.8505,400.96,401.35,823900,609730,0
401.34,401.34,400.625,400.93,712500,609118,1
400.955,401.26,400.8,401.01,624800,608678,0
401.01,401.33,400.29,400.4,1220000,622372,1
400.39,400.74,399.97,400.46,1206500,637786,0
400.46,400.71,399.851,399.95,1073200,646724,0
399.9455,400.07,399.53,399.92,1545500,663782,1
399.92,400.94,399.92,400.275,2277900,694898,0
400.275,400.44,399.32,400.22,4437000,766924,1
406.51,406.63,405.53,406.12,2096700,792124,0
406.11,406.14,405.21,405.59,1567200,812244,1
405.6,406.27,405.28,405.75,1828800,836054,0
405.74,406.08,404.87,404.8799,1076200,843054,0
404.87,405.61,404.59,404.65,778100,849510,1
404.65,405.27,404.4,405.195,921200,860668,1
405.18,406.15,405.17,405.89,971900,874496,0
405.89,406.0524,404.79,404.89,807500,884026,1
404.89,405.24,404.59,405.12,941600,891730,1
405.13,405.7217,404.94,405.65,595500,891808,0
405.66,405.82,405.04,405.41,636500,898228,0
405.4,405.62,404.12,404.23,708700,901918,1
404.22,404.72,404.05,404.385,753900,905186,0
404.39,404.41,403.59,403.72,870100,916256,0
403.72,403.75,403.11,403.23,1032300,929430,0
403.23,403.37,402.5824,403.21,1106500,943512,1
403.19,403.44,402.79,403.295,717700,947068,1
403.295,403.84,403.16,403.79,919100,953340,1
403.81,404.41,403.65,404.38,712800,955780,0
404.39,404.48,404.01,404.245,562700,954484,1
404.26,404.47,404.04,404.32,555700,951678,1
404.3,404.6674,403.73,404.465,765400,956342,1
404.465,404.8594,404.34,404.65,408100,950440,1
404.65,405.36,404.59,405.19,541200,951038,1
405.2,406,405.2,405.87,676800,956324,0
405.87,406.03,405.56,405.66,553000,957852,0
405.67,406.01,405.32,405.37,689400,959380,0
405.375,405.575,405.0107,405.1623,624900,955068,1
405.1623,405.8,405.16,405.633,401000,953190,0
405.633,405.633,405.25,405.4599,371800,948564,1
405.45,405.63,405.14,405.57,496400,947396,0
405.55,405.56,404.621,405.06,566300,940404,1
405.06,405.242,404.59,405.0924,353700,924464,1
405.0924,405.8,404.99,405.4745,439100,913648,1
405.4745,405.68,405.29,405.63,339500,903184,1
405.63,406.18,405.46,405.85,595700,901226,1
405.85,406.13,405.635,406.0505,533700,900172,1
406.0505,406.34,406.01,406.11,492400,901666,1
406.11,406.56,405.94,406.465,612600,903986,1
406.46,406.92,406.36,406.5228,790000,908452,0
406.5228,406.6,406.13,406.295,608800,898836,0
406.295,406.34,406.0265,406.2354,385300,890064,0
406.24,406.25,405.46,406.01,607800,887970,1
406,406.63,405.955,406.41,489100,885256,1
406.44,406.9,406.32,406.765,399100,868838,1
406.77,407.15,406.77,406.96,575500,856218,0
406.955,407.1,406.51,406.57,506900,844892,0
406.57,406.88,406.39,406.46,500700,823996,1
406.463,406.87,406.42,406.66,549500,789428,1
406.66,406.937,406.46,406.775,357500,707838,0
406.77,406.87,406.41,406.675,500100,675906,1
406.675,406.78,406.291,406.76,425700,653076,0
406.7799,406.845,406.62,406.68,325900,623018,0
406.68,406.82,406.16,406.31,646100,614416,0
406.3,406.59,405.65,406.05,681300,612480,1
406.05,407.5,406,407.26,1103200,616120,0
407.28,407.3,404.73,405.4,1947400,635630,0
405.4,405.88,404.84,405.27,1278800,645056,0
405.25,405.26,403.5,404.58,2152300,669270,1
404.58,405.44,404.2189,404.74,1125600,679872,0
404.74,405.3,404.09,404.21,1017300,687488,1
404.15,405.58,403.75,405.545,900600,691326,1
405.545,406.49,405.47,406.3006,1184400,699936,1
406.3006,407.754,406.16,407.54,1136000,705254,0
407.54,407.71,406.97,407.0071,1155500,707718,1
406.995,407.49,406.75,407.07,933400,704256,1
407.1,408.06,406.98,407.86,1143400,712770,1
407.86,408.57,407.46,407.91,1574900,725886,0
407.89,407.8933,407.394,407.73,690300,725436,1
407.73,408.18,407.53,408.08,787600,729934,0
408.08,408.37,407.71,407.96,805700,734934,1
407.9455,408.28,407.87,408.11,631400,732254,0
408.1,408.38,407.62,407.96,1037300,744838,0
407.96,408.17,407.52,407.59,833900,750692,1
407.59,408.104,407.26,407.805,1170000,760556,0
407.805,407.805,406.79,407.04,2030400,790104,1
407.01,407.8,407,407.6025,2004700,816410,1
407.6025,408.33,407.28,408.26,3580200,875516,0
403.52,403.699,402.94,403.2291,1627100,900038,0
403.22,403.8,402.26,402.52,1464100,921884,0
402.52,402.58,401.621,401.95,1181700,935590,1
401.95,402.53,401.83,402.17,847900,941222,0
402.18,402.35,401.5,401.85,877800,951704,0
401.84,401.94,400.87,401.16,1072400,964370,1
401.16,401.83,401.03,401.5396,970500,976990,0
401.525,402.12,401.029,401.08,925200,983580,1
401.08,401.8,400.88,401.75,793000,988766,0
401.73,401.99,401.24,401.43,649900,991916,0
401.43,401.93,400.9,401.34,650100,992666,0
401.34,401.75,400.44,400.45,712100,991108,0
400.45,400.77,400.19,400.38,868000,996292,1
400.38,400.44,399.93,400.43,1000900,1008604,0
400.43,400.62,400.04,400.41,718500,1010818,1
400.39,401.14,400.0829,400.77,935400,1019744,0
400.78,400.79,400.18,400.33,561100,1022984,1
400.33,400.78,400.12,400.77,608600,1023646,0
400.76,400.76,399.76,399.885,758700,1028682,0
399.89,400.06,399.28,399.35,968000,1038028,0
399.35,399.35,398.64,399.01,607400,1039186,0
399.01,399.02,398.05,398.28,1120200,1054440,0
398.28,398.29,397.29,397.36,1144800,1067334,0
397.36,397.83,396.09,397.0341,1354200,1085904,1
397.0341,397.425,396.53,397.39,1310100,1105588,1
397.39,397.87,397.27,397.44,1012900,1112924,1
397.44,398.21,397.36,398.07,932100,1117940,0
398.07,398.11,397.16,397.5201,988300,1115642,0
397.52,397.7899,396.37,396.3799,954200,1095778,1
396.38,396.92,396.29,396.5,924100,1088684,0
396.51,396.77,396.23,396.41,935900,1064356,0
396.41,396.45,395.69,395.96,930500,1060454,1
395.96,396.34,395.58,396.2403,850600,1057120,1
396.2403,396.7899,396.13,396.31,711100,1053330,0
396.32,396.47,395.22,395.29,1006100,1049764,1
395.27,395.88,395.26,395.64,714900,1041342,1
395.64,396.13,395.34,396.06,687400,1031980,1
396.06,396.44,395.78,396.305,842000,1030152,0
396.305,396.31,395.66,395.7789,716900,1021622,1
395.77,396.62,395.61,396.62,871000,1007544,1
396.61,397.06,396.53,396.99,1014300,1014024,1
396.99,397.16,396.57,397.05,634400,1010960,0
397.05,397.05,396.1,396.195,833200,1011510,0
396.1999,396.1999,394.815,394.92,1095500,1020792,0
394.92,395.08,394.44,394.55,1069200,1021430,0
394.55,394.65,393.95,394.05,1107800,1026908,1
394.05,394.73,394.05,394.25,1205700,1027622,1
394.25,394.51,393.941,394.3699,752500,1002064,1
394.36,394.65,394.045,394.6,937000,980710,1
394.6,394.94,394.42,394.78,966800,928442,0
394.77,394.7873,393.48,393.655,1078900,917478,0
393.65,393.815,393,393.02,1142900,911054,0
393.0199,393.2399,392.5399,392.9299,1342100,914262,1
392.9299,393.0999,392.4599,393.0099,1246300,922230,1
393.0099,393.3199,392.5999,393.0999,1328300,931240,1
393.1,393.28,392.6,393.18,805500,925902,0
393.18,393.48,392.65,392.79,842800,923348,1
392.79,393.6,392.33,393.32,1285100,930546,0
393.32,393.73,392.902,393.1981,1087100,936428,1
393.1981,393.82,393.19,393.72,975000,942930,0
393.72,393.89,392.49,392.6699,1191000,953748,0
392.64,392.65,391.87,392.3,1340500,966316,0
392.29,392.78,392,392.279,899800,966952,1
392.279,392.84,391.47,392.491,1334600,973626,0
392.491,392.82,391.85,392.03,948100,978218,0
392.05,392.5,391.43,391.6851,1179900,983108,1
391.69,392.33,391.615,391.89,920000,990286,1
391.89,392.6839,391.86,391.9,1005400,998222,0
391.9,392.46,391.67,391.6856,1089000,1004828,1
391.6856,392.32,391.6501,391.94,795200,1001372,0
391.94,392.34,390.95,391.1461,1517800,1019580,0
391.1461,391.2,390.7,390.85,1286000,1022896,1
390.86,391.26,390.71,390.86,1292900,1025858,1
390.87,392.74,390.73,392.34,2053900,1039852,0
392.34,392.67,391.23,391.46,2343800,1060526,0
391.46,391.84,390.83,391.08,2367800,1087624,0
391.09,392.0364,390.55,390.7278,3059700,1130176,1
390.72,392.2,390.65,391.89,9209900,1294608,0
388.62,390.61,388.47,390.31,2681300,1329150,1
390.29,391.79,389.93,390.87,2386100,1358390,0
390.88,391.2169,388.93,389.12,1723400,1374140,0
389.11,389.27,387.32,387.5187,2161600,1398762,1
387.5399,388.42,387.11,388.23,1820400,1418158,1
388.2233,389.65,388,388.64,1438300,1432702,1
388.63,391.09,388.25,390.4501,1766100,1447902,0
390.4501,390.72,389.03,389.56,1020900,1454022,1
389.53,390.84,389.37,389.97,994500,1460164,1
389.94,391.05,389.65,390.475,1000400,1463332,1
390.45,391.92,390.32,391.23,1188700,1472768,0
391.23,391.29,389.11,389.6,1149300,1478334,1
389.6,390.5,388.71,390.38,1089900,1479846,0
390.37,390.72,388.55,389.1138,835200,1483862,0
389.1,389.28,388.2,388.58,1171600,1490630,0
388.58,389.284,388.05,388.415,746600,1483652,1
388.415,389.6401,387.86,389.605,1001100,1482290,0
389.605,390.2299,388.82,389.32,910900,1478352,1
389.32,390.06,389.15,389.6312,730700,1468852,0
389.6312,389.77,388.285,389.32,835500,1470512,0
389.3,390.28,389.03,389.09,809900,1467970,1
389.09,389.7,388.51,389.52,660300,1461840,1
389.51,390.41,388.93,390.19,698700,1454236,0
390.19,390.2,389.13,389.5601,567600,1442730,1
389.5601,391.07,389.5601,390.985,845200,1432792,1
390.99,392.3144,390.54,392.13,1049400,1428854,1
392.13,393.34,392.11,392.94,1282300,1427934,1
392.94,393.34,392.53,393.02,951700,1430858,0
393.02,393.17,391.77,392.0286,993300,1433868,0
392.0286,392.0601,391.29,391.895,909300,1426352,1
391.895,392.24,391.51,392.0599,749000,1419590,1
392.05,392.48,391.72,392.27,659900,1413288,1
392.27,392.79,392.25,392.43,720900,1403886,0
392.43,393,391.7,391.93,723500,1391546,0
391.93,391.95,390.77,391.2361,816100,1389872,1
391.22,391.85,390.92,391.7,544800,1374076,0
391.71,391.92,390.8114,391.199,671300,1368540,0
391.199,391.28,390,390.07,640300,1357748,0
390.06,390.22,389.26,389.35,1065800,1360664,0
389.35,389.56,388.82,389.1099,757000,1355696,1
389.09,389.71,389.07,389.1314,826800,1350452,1
389.1314,390.05,388.8589,389.96,735600,1349260,0
389.96,390.24,389.3,389.6341,686900,1332642,1
389.63,390.58,389.32,389.76,765000,1322222,0
389.78,389.91,388.33,388.79,752200,1311408,1
388.79,389.63,388.35,389.63,640100,1283132,1
389.63,390.24,389.145,390.0233,1037500,1257006,0
390.03,390.33,389.37,389.6397,699100,1223632,1
389.65,390.57,389.28,389.83,752800,1177494,1
389.83,390.4,389.47,390.22,574800,1004792,1
390.22,390.65,389.77,390.32,552300,962212,0
390.31,390.48,388.48,388.66,629900,927088,1
388.645,390.67,388.54,390.55,866300,909946,1
390.55,392.25,390.54,391.75,1292300,892560,0
391.75,391.8542,390.53,390.771,990400,875960,0
390.81,390.89,390,390.7472,749900,862192,1
390.7472,391.44,390.36,390.86,588400,838638,0
390.86,391.44,390.35,390.42,531400,828848,1
390.42,391.3,390.08,390.9379,775200,824462,0
390.9379,391.13,390.28,390.8955,535000,815154,1
390.8955,391.4,390.44,390.951,546800,802316,1
390.951,392.24,390.47,391.63,926100,797852,0
391.63,391.7,390.44,391.61,784300,791740,1
391.595,392.57,391.27,392.52,962800,794292,1
392.52,393.13,392.13,392.94,1260800,796076,0
392.94,392.99,391.81,392.79,885800,798860,1
392.79,394.14,392.47,393.7,1643700,811712,0
393.71,393.9,392.57,392.59,919900,811892,0
392.59,392.7,391.621,392.21,1341100,824100,0
392.16,392.4,391.1,391.4,899500,825380,0
391.41,391.46,390.22,390.27,813400,825450,0
390.26,390.81,389.78,389.83,1376800,839780,0
389.83,390.43,389.59,389.65,1200700,849820,0
389.65,389.9671,389.2,389.43,1197000,862408,1
389.44,390.71,389.05,390.54,1816200,881828,0
390.54,391.1,389.481,390.16,1758600,896012,0
390.16,390.56,389.04,389.68,2757200,925510,0
389.69,390.2,389.32,389.45,5850200,1023480,0
389.42,389.5,388.73,389.095,1157479,1026764,1
389.16,390.602,389,389.11,2355629,1055690,1
389.1,389.5459,389.09,389.5,800524,1056721,0
389.5,389.585,389.25,389.5,602196,1055567,0
389.47,389.51,389.31,389.34,97995,1043108,1
389.37,389.49,389.2,389.49,66186,1029962,0
389.5,389.61,389.3,389.335,39770,1014436,1
389.34,389.46,389.28,389.4,56336,1004666,1
389.39,389.5416,389.26,389.47,86877,992978,1
389.47,389.82,389.415,389.76,13419,980440,1
389.75,389.93,389.65,389.93,21550,959555,0
389.94,389.95,389.6,389.62,33009,945075,0
389.6,389.63,389.4,389.48,24884,929037,0
389.475,389.49,389.45,389.475,3336,914392,1
389.47,411.908,389.45,389.505,8185,900818,1
389.51,389.6,389.46,389.55,1003413,905586,1
389.55,389.6,389.53,389.59,2530,890592,0
389.59,389.59,389.55,389.56,541,877801,0
389.56,389.57,389.535,389.55,2084,857093,0
389.56,389.56,389.5,389.53,1453,843140,1
389.56,389.65,389.52,389.55,2639,828137,1
389.63,389.63,389.55,389.6,2270,816686,0
389.6,389.6,389.46,389.525,2355,805687,0
389.525,389.55,389.5,389.52,4065,793170,1
389.52,390.08,389.52,389.98,35102,776547,1
390.04,390.32,389.98,390.16,22595,751152,1
390.14,390.28,390.14,390.19,5485,731454,1
390.24,390.37,389.9,390.35,37269,717202,0
390.3,390.38,390.19,390.25,6787,705569,0
390.23,390.41,390.19,390.2,7293,695087,0
390.2,390.275,389.9,390.14,6477,679713,0
390.13,390.16,389.9,389.9,3083,669074,1
389.9,389.99,389.83,389.91,7450,658287,1
389.92,389.935,389.84,389.935,988,639785,1
389.94,390.05,389.93,390.02,3482,624169,0
389.98,390.06,389.85,389.95,1338,604940,1
390.01,390.155,389.9,390.14,13249,579988,0
390.125,390.15,389.96,389.98,2717,562327,0
389.96,390.01,389.73,389.73,3124,529515,1
389.725,389.84,389.68,389.75,3217,511182,1
389.8,389.89,389.72,389.85,352,484367,1
389.86,390.23,389.79,390.23,4700,466471,0
390.12,390.23,390.1,390.21,4842,450300,1
390.21,390.33,390.2,390.27,4207,422848,1
390.25,390.43,390.25,390.4,7210,398978,1
390.36,390.6,390.3,390.6,4836,375135,1
390.59,390.74,390.42,390.63,19455,339200,0
390.6,390.64,390.44,390.52,9380,304215,0